296,-300,16328,22.55,-2,-1,0
178,-304,16222,22.53,1,0,-1
142,-260,16368,22.54,-6,-3,-3
86,-278,16412,22.52,-4,-2,-3
172,-332,16344,22.54,-5,1,1
298,-282,16414,22.55,-1,0,0
208,-260,16188,22.55,-3,-2,-2
102,-196,16362,22.55,-5,-3,-4
56,-346,16302,22.55,-6,0,-1
94,-330,16364,22.55,-2,-1,0
220,-278,16392,22.53,-2,0,-3
214,-254,16304,22.55,-3,-3,0
276,-152,16272,22.55,-7,-1,-2
184,-406,16368,22.55,-5,-3,-2
176,-302,16350,22.55,-3,-2,-3
158,-220,16322,22.55,-2,-1,-1
70,-236,16390,22.55,-5,1,-1
172,-294,16322,22.54,-4,-1,-1
140,-258,16368,22.54,-5,-1,-2
246,-228,16308,22.54,-2,-1,-2
172,-356,16320,22.55,-4,0,-1
152,-342,16294,22.54,-3,-1,-2
94,-246,16236,22.54,-3,-2,-2
192,-240,16300,22.54,-5,-1,-1
238,-290,16406,22.52,-4,-1,0
198,-320,16322,22.55,-3,0,-1
196,-262,16276,22.54,-3,-2,-2
56,-278,16276,22.54,-5,-2,-3
112,-290,16402,22.54,-4,-1,-2
136,-296,16370,22.54,-2,-2,-3
158,-212,16276,22.53,-3,-1,-1
196,-260,16230,22.54,-4,0,-1
128,-354,16328,22.53,-4,-3,-2
200,-268,16294,22.54,-3,-2,-2
240,-234,16250,22.54,-3,-1,-2
190,-314,16346,22.53,-5,-3,-2
232,-268,16346,22.52,-6,-1,-3
134,-360,16378,22.55,-5,-1,-2
162,-294,16328,22.54,-3,-1,-2
106,-228,16250,22.54,-2,-2,-3
156,-244,16336,22.55,-4,-1,-2
178,-352,16322,22.55,-3,0,-1
178,-286,16348,22.55,-2,-1,-2
264,-154,16284,22.55,-3,-2,-3
182,-272,16344,22.52,-5,-2,-2
148,-342,16344,22.53,-4,-2,-1
160,-248,16308,22.55,-5,-2,-4
96,-218,16342,22.54,-5,-2,-2
152,-294,16350,22.54,-3,-1,-2
130,-304,16258,22.56,-1,-1,-1
204,-154,16262,22.55,-3,-1,-3
272,-320,16348,22.55,-6,-2,-3
318,-272,16424,22.54,-7,-1,-2
174,-288,16380,22.54,-4,-3,-5
4,-290,16396,22.55,-4,-2,-3
-44,-198,16318,22.55,-3,0,-1
6,-272,16508,22.52,-4,0,-1
158,-380,16320,22.55,-2,0,-1
316,-136,16264,22.55,-3,-1,0
384,-320,16254,22.54,-5,-1,-3
238,-320,16396,22.54,-4,-3,-1
158,-180,16336,22.55,-2,-2,-2
18,-312,16440,22.54,-4,-1,-2
-4,-258,16360,22.55,-2,-2,-1
130,-176,16284,22.54,-6,1,-1
216,-262,16204,22.53,-4,0,-1
346,-322,16484,22.54,-3,2,0
306,-258,16254,22.55,-1,-1,1
258,-164,16278,22.53,-3,-2,-5
176,-216,16392,22.54,-8,-3,-3
40,-326,16334,22.54,-6,-1,-2
-18,-320,16350,22.55,-1,-1,-2
8,-222,16402,22.55,-2,-1,-2
212,-258,16372,22.52,-1,2,1
316,-222,16340,22.55,-2,0,0
358,-268,16330,22.55,-6,-2,-5
228,-314,16388,22.55,-4,-2,-2
146,-236,16290,22.54,-6,-2,-2
30,-376,16356,22.55,-3,-2,-2
-32,-272,16330,22.57,-3,-1,-3
20,-196,16320,22.54,-6,-2,-1
182,-394,16342,22.55,-7,1,0
296,-344,16480,22.55,-2,0,0
386,-258,16214,22.53,-1,-2,-4
276,-218,16360,22.54,-2,-2,-2
152,-274,16234,22.55,-4,-1,0
96,-340,16482,22.54,-4,-3,-3
30,-310,16274,22.54,-3,-2,-3
66,-134,16322,22.52,-4,-1,-1
106,-322,16346,22.55,-5,0,0
260,-272,16456,22.55,-2,0,0
266,-206,16272,22.55,-3,-1,-3
232,-262,16346,22.53,-6,-2,-3
174,-280,16188,22.53,-3,-1,0
192,-328,16518,22.55,-4,-2,-2
44,-272,16390,22.54,-1,-3,-3
122,-196,16326,22.54,-5,-2,-1
122,-352,16448,22.52,-6,-1,-1
186,-300,16366,22.54,-3,-1,-3
172,-314,16390,22.52,-2,-2,-2
200,-230,16236,22.55,-3,0,0
234,-274,16276,22.55,-5,-2,-3
138,-350,16430,22.54,-5,-3,-3
86,-296,16330,22.54,-3,-1,-2
122,-282,16332,22.55,-3,0,-1
138,-244,16310,22.55,-4,-1,-2
228,-240,16344,22.54,-4,-1,-2
226,-300,16348,22.53,-4,0,-2
310,-282,16270,22.53,-3,-1,0
226,-226,16296,22.51,-4,-2,-2
176,-212,16334,22.55,-5,-2,-2
130,-288,16428,22.54,-4,-1,-2
120,-284,16386,22.56,-3,-2,-2
78,-254,16294,22.57,-3,-1,-1
188,-220,16326,22.53,-4,-1,-1
248,-324,16412,22.54,-3,0,-2
164,-250,16352,22.52,-2,-1,-1
196,-186,16256,22.52,-4,0,-3
174,-274,16316,22.54,-5,-2,-3
118,-312,16432,22.54,-4,-1,-1
70,-280,16338,22.54,-3,-1,-2
66,-224,16344,22.54,-4,-1,-1
190,-256,16368,22.54,-3,-1,-1
228,-266,16392,22.52,-5,-2,-2
222,-270,16354,22.52,-3,-2,-2
224,-274,16352,22.54,-3,-1,-3
